,title,clickbait
526,Six dead after shooting spree in Belgorod,False
527,Earthquake shakes Athens,False
528,Media reports exaggerate cell phone cancer risk,False
529,Civil War Site Coming Back After Storms,False
530,Brazil Expands Investment in Offshore Drilling Projects,False
531,Twin car bomb kills 20 in Iraq,False
532,"Netanyahu Backs Palestinian State, With Caveats",False
533,U.S. and China in trade dispute,False
534,Years of International Herald Tribune Articles Disappear,False
535,Israeli shelling on UN school on the Gaza Strip kills six,False
536,China to launch second space mission in October,False
537,Russian Uranium Sale to U.S. Is Planned,False
538,Bomb Blast Kills Tourist in Cairo,False
539,US air carrier Spirit Airlines announces $45 carry-on baggage fee,False
540,Long-Lost Lincoln Letter Is Returned to Archives,False
541,UN 'optimistic' on tsunami aid effort,False
542,Tech Mahindra Wins Bid to Control Satyam,False
543,US trade deficit soars to new high of US$61.04 billion,False
544,"Katharine Close, 13, wins Scripps National Spelling Bee",False
545,Israelis Cede More Control of West Bank Security,False
546,Public Pension Managers Rethink Hedge Fund Ties,False
547,Anglo American Rejects Merger Bid by Mining Rival,False
548,"Before Kentucky Derby History Along the Rail, a Partnership Began in a Bar",False
549,CanadaVOTES: CHP candidate Pastor George D. Campbell running in Dartmouth—Cole Harbour,False
550,New Jersey jury clears man of five murders over 1978 teens' disappearance,False
551,British oceanliner QE2 makes final journey home,False
552,US congresswoman Gabrielle Giffords shot at Arizona supermarket,False
553,"If Automakers Shed Pensions, Others May Follow",False
554,"After Megamerger with Wyeth, Pfizer Gets to Work",False
555,Gates pledges $600 million for Global Plan to Stop Tuberculosis,False
556,Recession Drains Social Security and Medicare,False
557,Former WWE superstar Jeff Hardy arrested on major drug charges,False
558,Pirates capture Saudi oil tanker,False
559,Ex-Lehman Trader Guilty of Fraud Charges,False
560,Record Deliveries Help Airbus Parent Post Profit,False
561,Recall in Kansas City Fails,False
562,Drug Tie Seen to Protests in Mexico,False
563,Mesmerizing Barcelona Beat Manchester United With Style in Champions League Final,False
564,Suicide Bomber Kills 30 in Baghdad Pilgrimage Attack,False
565,Pakistan's intelligence agency said to support Taliban,False
566,Discovery docks with International Space Station,False
567,Filesharing software distributor LimeWire ordered to close by court,False
568,Avalanche in Canadian Rocky Mountains kills two,False
569,Paramilitary group calls for end to rioting in Northern Ireland,False
570,North Korea Is Said to Test-Fire 3 More Missiles,False
571,45 killed after Yemen protesters fired upon,False
572,New Zealand Music Month kicks off for 2008,False
573,England's Football Association complains over missed goal,False
574,Astronomers discover large exo-solar system,False
575,Edmonton prison conflict wounds eight,False
576,"Synthes, Medical Device Maker, Accused of Improper Marketing",False
577,No-confidence vote initiated against Romanian cabinet,False
578,Wimbledon Officials receive criticism from animal rights group after shooting birds,False
579,Bombing in Iraq kills US Marines and civilians,False
580,"Flash floods kill over a hundred in India, 500 missing",False
581,Suicide bombers kills 31 in Pakistan,False
582,Venture Capital Investment Sinks to Lows Not Seen Since 1997,False
583,Australia's million-dollar-a-month Nauru detention centre for two refugees,False
584,"Outlook for Luxury Goods Grim, One Maker Says",False
585,Tropical Storm Irene passes over New York,False
586,Plane crash in Congo kills at least 70,False
587,American Alpine ski racer James Heuga dies at age 66,False
588,Violence in Iran increases,False
589,Maryland Strikes a Blow for the A.C.C.,False
590,England and Wales Director of Public Prosecutions to seek bomb plot retrial,False
591,Controversial Brazilian dam gets preliminary approval,False
592,Leipheimer Can Only Watch as Astana Teammates Move On,False
593,"Knicks Need a Point Guard, but Picking Eighth, Who Knows?",False
594,Amy Winehouse wax model unveiled,False
595,"As Workers Die at Work in Italy, a Call for Change",False
596,High-Flying Dwight Howard Rattles the Cavaliers,False
597,N. Carolina Routs Virginia; Next: Top-Ranked Connecticut,False
598,Knicks May Lose Gallinari for Season,False
599,Data Shows Deepening of Slump in Europe,False
600,U.S. Soldier Kills 5 of His Comrades in Iraq,False
601,Two more found guilty in 1993 Mumbai blasts case,False
602,TV Land Tries to Spice Things Up With Reality Show,False
603,Zimbabwe prepares for election,False
604,KJ Noons stripped of EliteXC Lightweight Title,False
605,Posted deadlines for Christmas delivery,False
606,New report details strain on US Army,False
607,China's economy surpasses Japan's in second quarter,False
608,"FBI recruits for ""War on Porn""",False
609,Somali pirates agree to release Egyptian ship with fertiliser cargo and 28 crew,False
610,"Lordi horror movie receives 300,000 euros of Finnish government funding",False
611,Generic Tamiflu in India,False
612,"Report: 50,000 American casualties in Iraq",False
613,Colorado counties consider forming new U.S. state,False
614,Lebanese-Syrian meetings reach full withdrawal accord,False
615,Saudi Arabia resumes livestock trade with Somalia,False
616,"UEFA Champions League: April 2, 2008",False
617,Cuomo Wins Ruling to Name Merrill Bonus Recipients,False
618,IPCC claims about Himalayan glaciers were not based on science,False
619,Wagoner Retains His Optimism as He Bows Out,False
620,Albany Bars Placement Agents for Pension Fund,False
621,World's first double arm transplant undertaken in Munich,False
622,Pennsylvania cop on trial for allegedly murdering girlfriend's estranged husband,False
623,"Wikinews interviews Juana Bustamante, Chilean earthquake survivor from Paniahue",False
624,Tensions rise between North Korea and United States,False
625,Ants Adjust Foraging So the Colony Eats Right,False
626,Mountaineers 'Climb Up' for AIDS funding,False
627,New insulin-resistance discovery may help diabetes sufferers,False
628,Louisiana officials accused of blocking rescue volunteers,False
629,"Wales win Grand Slam, RBS Six Nations and the Triple Crown",False
630,"Banks Have Raised Billions Since Test, Geithner Says",False
631,Allotting of Iraqi Oil Rights May Stoke Hostility,False
632,Keeping Pitchers Under Thumb at World Baseball Classic,False
633,ITMS Canada launched,False
634,Adding Up the Toll of a Longer Season,False
635,"Bristol Harbour Festival 2008 lauched, 200 thousand expected to attend",False
636,"NASCAR: Edwards wins O'Reilly Auto Parts Challenge, Brad Keselowski clinches Nationwide Series",False
637,Doping Rules Vague About New Medical Procedure,False
638,Two-minute silence for London bombings marked across the EU,False
639,"Kosovo Ex-Premier, Agim Ceku, Is Arrested in War Crimes Case",False
640,Pressure mounts against Florida church plans to burn Qur'an,False
641,Oil prices fall as reserves are released,False
642,Coca-Cola Considers Buying Back Shares,False
643,Obama expands Bush's faith-based initiatives,False
644,Bank of America Sells Stake in Chinese Bank,False
645,S. Korean President Reshuffles Cabinet,False
646,"Run the Refinancing Numbers, Then Run Them Again",False
647,Lucas Glover Wins U.S. Open With Unlikely Poise,False
648,Where Old Airplanes Go to Die,False
649,Former Taiwanese president jailed for life on corruption charges,False
650,Australia Ends Ban on Shorting Financial Stocks,False
651,Aging of Water Mains Is Becoming Hard to Ignore,False
652,"For Coaches, Recruiting Top Players Can Have a Dark Side",False
653,"Washington, D.C. sniper John Allen Muhammad executed by lethal injection",False
654,Italy urges pilgrims to avoid Rome city centre for Pope funeral,False
655,"1,100 evacuated due to massive Halifax brush fire",False
656,Fires at Baxter Immigration Detention Centre in South Australia,False
657,US President Bush meets with Canadian and Mexican leaders,False
658,Use of Web Tracking Tool Raises Privacy Issue in Britain,False
659,Canadian light aircraft stolen; Wisconsin State Capitol evacuated,False
660,Jet Goes Down in Indian Ocean With 153 Aboard,False
661,Seven Moroccans killed in bus crash in central France,False
662,45 Centrist Democrats Protest Secrecy of Health Care Talks,False
663,Deer and other animals found dead at Ball State University,False
664,West Virginia Upsets No. 12 Georgetown,False
665,World’s largest ice 'Father Christmas' built in China,False
666,Australia announces plans to close five mainland refugee detention centres,False
667,BBC reporters arrested in Iran on suspicion of espionage,False
668,Capitals Return to Peak Form,False
669,"As Detroit Struggles, Foundations Shift Mission",False
670,Study Looks at Mortality in Post-Soviet Era,False
671,Gallup poll: Islamophobia prevalent in United States,False
672,Takeover of Belgian Bank Ignites Anger at Meeting,False
673,Canada and Newsweek Seek Release of Reporter Detained in Iran,False
674,Officer dies after accident in President Bush's motorcade,False
675,Plan to Kill Lions to Protect Deer,False
676,Rachel Alexandra to Face Colts In Haskell,False
677,German Football: Lahm signs contract with Bayern Munich until 2012,False
678,Australian state of Queensland will go to the polls on March 21,False
679,Churches and Envoy Attacked in Iraq,False
680,"Ninth World Games open in Santiago de Cali, Colombia",False
681,Canadian military accused of Agent Orange cover up,False
682,San Francisco's Green Party endorses Cindy Sheehan in bid against Speaker Pelosi,False
683,Obama Tries Out His Dexterity in the World Cup,False
684,Senate Scraps Automatic Raise,False
685,"Fremantle defeat Sydney, qualify for 2013 Australian Football League Grand Final",False
686,Public health officials advise on rising flu levels in Texas 2013/2014 season,False
687,"For Some in Crowd, a Day of Cold and Confusion",False
688,Police: Austrian children kept in dungeon were in 'oppressive' conditions,False
689,NASCAR: Tony Stewart wins 2010 Pepsi Max 400,False
690,"In Moscow, an Attempt to Wed Pushes Gay Rights",False
691,HIV-positive man receives 35 years for spitting on Dallas police officer,False
692,Large Hadron Collider reaches milestone,False
693,World-record wind speed confirmed,False
694,American-born terrorist gets 24 years,False
695,Investigation launched after two military aircraft nearly collide with passenger airliner,False
696,Republicans Press Judge About Bias,False
697,Vanessa Hudgens publicist makes apology about nude photo incident,False
698,U.S. Begins Third Effort to Convict 6 in Terror Case,False
699,Vodafone buys Connex and Oskar,False
700,Cellphone Abilities That Go Untapped,False
701,Religious broadcaster Pat Robertson warns Pennsylvania town of disaster,False
702,Regulators Zero in on Risks of Airbus Sensors,False
703,International controversy over UN declaration to stop anti-homosexuality legislation,False
704,"Wikipedia and sister projects prepare new, easier interface",False
705,British Newspaper Says It Caught Lords Offering to Lobby for a Fee,False
706,Crude oil prices reach one-year high,False
707,African refugees allege forced labour by Turkish police,False
708,U.S. House vote forced on immediate pullout of troops in Iraq,False
709,Connecticut becomes third U.S. state to allow same-sex civil unions,False
710,Scientists confirm new superheavy element,False
711,Bush addresses nation on economic crisis; Congress debates bailout,False
712,"Fear and loathing on the campaign trail, October 2008",False
713,"Jenson Button wins 2009 Australian Grand Prix, Brawn teammate comes second",False
714,Fourteen dead in two attacks in Somalia,False
715,Relations Warms Between Russian Orthodox Church and Vatican,False
716,Saddam Hussein admits to requesting trials,False
717,Tornadoes rampage through Mississippi,False
718,Business Graduates Looking Beyond Wall Street,False
719,New drawing by Leonardo Da Vinci found,False
720,Publishers seek injunction against Google Print,False
721,Turbulence on Northwest Airlines flight injures 47,False
722,Bomb threat delayed an Air France flight to Paris days before Flight 447 crashed,False
723,"Man calls for seizure of Justice Souter home, under eminent domain ruling",False
724,Obama renominates Bernanke as US central banker,False
725,A Promise to Be Ethical in an Era of Immorality,False
726,"Europe hit by storms, 45 deaths reported",False
727,FDA report criticizes conditions in factory that produced recalled medications,False
728,BSkyB director joins Setanta,False
729,"Massa wins 2006 Brazilian Grand Prix, Alonso and Renault win championships",False
730,British music royalties suffer first ever decrease,False
731,"Wounded, and Stories of Loss, Fill a Hospital",False
732,Deadly quake hits southwestern Pakistan,False
733,Australian Senate Committee recommends formation of Charities Commission,False
734,Subject of high-profile Italian euthanasia case dies,False
735,US healthcare bill passes Senate vote,False
736,Medvedev Visits Newspaper of Slain Journalists,False
737,New Zealand Takes a Pause in Cutting Rates,False
738,IMF approves US$1.13 billion loan to Pakistan,False
739,Obama Urged to Move Swiftly to Rescue Banks,False
740,Michael Jackson doctor charged with involuntary manslaughter,False
741,"Ryanair threaten legal action after documentary on fuel policy, safety",False
742,Chinese Question Police Absence in Ethnic Riots,False
743,Joseph Kabila declared winner of Congo Presidential election,False
744,Death toll up to six in Minneapolis bridge collapse,False
745,"2007 World Deaf Swimming Championships Day 3: ""Bad weather"" and ""New Record Day of Belarus""",False
746,Seattle homeless advocates arrested for blocking intersection,False
747,Two-year-old punished in dryer,False
748,First casualty of French riots reported,False
749,France Announces $8.5 Billion Plan to Help Struggling Auto Industry,False
750,11 MPs ejected from Australian parliament,False
751,Minorities Report Discrimination in E.U. Survey,False
752,Hundreds of Thousands Protest in France,False
753,Scientists say that a 'global layer of water' exists on Saturn's moon Titan,False
754,Tibet Atrocities Dot Official China History,False
755,Emerging Markets Regain Their Footing,False
756,Amber alert issued for missing Utah girl,False
757,Pettitte Meets Prosecutors in Clemens Inquiry,False
758,Apple cancels NBC Fall TV lineup on iTunes,False
759,Iraq's UN Envoy accuses U.S. Marines of 'cold blooded murder',False
760,New Zealand journalist deported from Fiji,False
761,"Officials: Seventeen insurgents killed in Orakzai, Pakistan",False
762,"Wikinews interviews Brenton Clutterbuck, candidate for the electorate of Maroochydore at the upcoming Queensland election",False
763,"Locks Still Flowing 20 Years Later, Ron Duguay Returns to the Ice",False
764,Hewlett-Packard to expand partnership with SAP,False
765,"Steelers Arrive, Talking About Short Messages and a Tall Receiver",False
766,"Davao City, Philippines militant leaders declare victory",False
767,Lebanese Soldiers Killed in Ambush,False
768,NASA calls end to Mars Phoenix mission,False
769,US presidential candidate Barack Obama's lead increases after Democratic National Convention,False
770,Industry Fears Americans May Quit New Car Habit,False
771,Argentina Decides to Move Up Its Elections,False
772,A Shelter That Could Start a Stampede,False
773,Microsoft Windows metafiles are a vector for computer viruses,False
774,Iran unveils part of its nuclear program,False
775,Chinese rioters storm Japanese embassy in Beijing,False
776,Israel seizes ship claimed to be carrying weapons for Gaza,False
777,Victoria power grid collapses due to spot fires,False
778,Thai political talk show taken off during media buyout attempt,False
779,NHL: Ducks charge to two game lead over Wild,False
780,Christian youth camp directors charged with dragging 15-year-old girl behind van,False
781,First encyclopedic dictionary of the Black Sea released,False
782,A Choice for Drug Czar,False
783,French fashion designer Yves Saint Laurent dead at 71,False
784,Steel Industry: Tata buys Corus,False
785,One killed in University of Oklahoma explosion,False
786,Cuba sentences USAID worker to fifteen-year prison term,False
787,Sunderland A.F.C. announce Steve Bruce as their new manager,False
788,National Rugby League Women in League Round celebrates sons,False
789,"McCain delays campaign, Obama says continue the debates",False
790,RU486 debate complicates with amendments posed in Australian House of Representatives,False
791,Bomb explosions kill several people in central Baghdad,False
792,Partizan Belgrade kicked out of 2007/08 UEFA Cup,False
793,Rules may be bent to launch Discovery,False
794,Lamoureux Twins Give Minnesota a 1-2 Punch,False
795,Nine killed after bombings in southern Afghanistan,False
796,Cargo ship Arctic Sea may be found,False
797,MST attack in Rondonia kills one man,False
798,2008 Taiwan Designers' Week shows potential of innovations,False
799,Australian PM says proposed Anti-Terror Laws are Constitutional,False
800,Bank of Japan Upgrades Its Outlook for Economy,False
801,Sri Lankan president declares victory over rebels,False
802,Coming Soon to Your Language: More of the Web,False
803,Spain's Ibiza airport evacuated after bomb alert,False
804,Nadal Tames Wind to Win Another Title,False
805,Pope Admits Online News Can Provide Infallible Aid,False
806,"Tsunami deaths mount to more than 120,000",False
807,Thousands protest PM Harper in Toronto,False
808,"Body found in Auckland, New Zealand drain",False
809,No U.S. Plans to Stop Korea on Missile Test,False
810,"At Colonial, Greens Are Soft and Scores Are Low",False
811,Russian Wikipedia reaches a quarter million articles,False
812,New book Blown for Good reveals details inside Scientology headquarters,False
813,Department of Defense report lambasts communication failure in US War on Terror,False
814,BP: Plug for underwater oil leak in Gulf of Mexico fails,False
815,Medtronic Links 13 Deaths to Faulty Heart Device,False
816,Xavier Turns Back Upset Bid by Wisconsin,False
817,WHO director: Pandemic alert level will not be raised,False
818,Unicef: African children orphaned by AIDS could top 18 million,False
819,Australian rules football: Six goal win moves Morwell to second on Gippsland Football League ladder,False
820,Berlusconi Spars With Murdoch Over Pay TV,False
821,American Team Plans to Expand Formula One Popularity,False
822,Quarterly Profit Up 14% at Bed Bath & Beyond,False
823,Two arrests made over Croxteth shooting,False
824,Hurricane Richard makes landfall in Belize,False
825,Health Canada orders recall of contaminated toothpaste manufactured in India,False
826,"As Tamil Rebels Lose Ground in Sri Lanka, a Crisis Flares for Trapped Civilians",False
827,"Maine resident arrested in Florida for death threats to Bush, Obama",False
828,"On the campaign trail, December 2011",False
829,British boy drowns while on holiday with family in Portugal,False
830,Explosion in Baghdad claims 28 lives,False
831,Endangered Luzon Buttonquail photographed alive by Philippines documentary,False
832,African nations gather to support a ban on cluster bombs,False
833,Destroying Levees in a State Usually Clamoring for Them,False
834,Rebel leader says he will run for president in Haiti,False
835,German Adidas buys American Reebok,False
836,20-year-old captures abusive police officer on tape,False
837,One N.B.A. Star and 150 Bridges to Sichuan,False
838,Up-and-Down Knicks Get More of the Latter,False
839,Civilians dead following U.S. air strike on 'terrorist compound',False
840,Irish Enterprise Exchange Launched in Dublin,False
841,"Jack Straw, Leader of the British House of Commons urges Muslim women to drop full veil",False
842,"Two jockeys killed in fire in North Yorkshire, England",False
843,UBS Open to Settling I.R.S. Tax Case,False
844,How Long Will the Obama Honeymoon Last?,False
845,Elderly man in Scotland dies after contracting H1N1 swine flu virus,False
846,Former governor of Illinois indicted on corruption charges,False
847,Santander Offer Pressures Rivals to Match It,False
848,Chemist Shows How RNA Can Be the Starting Point for Life,False
849,ANC leads in South Africa vote,False
850,Shooting to Software Stardom on the iPhone,False
851,Ariane 5 rocket launches Superbird 7 and AMC-21 satellites,False
852,"Wikinews interviews Steve Kissing, independent candidate for US President",False
853,"At M.I.T., Large Lectures Are Going the Way of the Blackboard",False
854,Obama Urges Passage of Energy Legislation,False
855,Wikinews interviews American zoologists about pirate perches' chemical camouflage,False
856,Google sued by thousands of authors over Google Print,False
857,Obama Telephones Afghan President,False
858,The Inner Beauty of a McNugget: A Cultural Scan,False
859,Drunken man is surprised crocodile bit him,False
860,"Ships Tread Water, Waiting for Cargo",False
861,European football: Sevilla player dies after collapsing during game,False
862,Singapore Trims Its Economic Forecasts for 2009,False
863,Peanut Product Recall Grows in Salmonella Scare,False
864,Do Blobs on Phoenix Lander Indicate Water on Mars?,False
865,70 killed after tanker explosion in Nigeria,False
866,Rare Centrist in State Senate Used Power to Shape Budget,False
867,Irish Nationalist Charged in Killing of 2 Britons,False
868,U.S. Again Warns Britain on Detainee Memo,False
869,Rugby union: Noosa thrash Caloundra in Caloundra,False
870,Malware from mass SQL injections confirmed by security experts,False
871,Poverty rises as food prices increase,False
872,Words of Support for Alex Rodriguez as the Yankees Settle In,False
873,One killed in clashes over World War monument in Estonia,False
874,Tom DeLay faces two new indictments for money laundering,False
875,UK Serious Fraud Office to investigate MG Rover collapse,False
876,North Korea warns airlines over satellite fears,False
877,"In New York, Sotomayor Put Focus on the Poor",False
878,Gates Reassures Allies Over North Korea,False
879,Slow Start to U.S. Plan for Modifying Mortgages,False
880,"Wikinews interviews Kevin Baugh, president of the Republic of Molossia",False
881,"Brothels Ask to Be Taxed, but Official Sees a Catch",False
882,Atlantis lands at Kennedy Space Center,False
883,"Mongolia declares state of emergency after violent protests, five people killed",False
884,Nikolay Davydenko beats Rafael Nadal in Sony Ericsson Open,False
885,U.S. teens generally reducing risky behavior says CDC,False
886,At Least 34 Dead in Baghdad Bombing,False
887,"Twelve-year-old schoolboy stabbed, dies in Brisbane, Australia",False
888,Awkward Dance for E.U. Treaty Talks,False
889,A Midwestern Wind Infuses the U.S. With Zip and Zing,False
890,Saab in Bankruptcy Filing; G.M. Seeks More Aid,False
891,Demand Is Weak at Treasury Auction,False
892,2008 Young Designers' Exhibition to interact with the world,False
893,2010 FIBA World Championship starts,False
894,Witnesses: Doomed train had green light,False
895,Derivatives Tug of War Takes Shape,False
896,Lavalas candidate barred from elections,False
897,"As Veterans Move Up, Leaders in Full Bloom at Augusta",False
898,"Visiting students detained in Louisiana, USA, while photographing ExxonMobil chemical plant",False
899,USA under pressure at climate talks,False
900,Japanese stocks continue to fall after earthquake,False
901,Iraqi based war video game pulled by publisher,False
902,South Korean economy grew 0.2% in last quarter,False
903,NHL: Montreal Canadiens open 100th season,False
904,Utility Suspends Nuclear Plant Effort,False
905,2 Uighurs in Troubled Region Killed by the Police,False
906,Interview: University of Guam's Ron McNinch on North Korea's nuclear threats,False
907,"After Coyote Attacks, a Denver Suburb Turns to a Gun-Wielding Trapper",False
908,Man disguised as Darth Vader robs bank,False
909,Levee Break Causes Long-Lasting Trouble in Nevada,False
910,Obama Is Sworn In as the 44th President,False
911,Push in Spain to Limit Reach of the Courts,False
912,"Michael Jackson film ""This Is It"" to be premiered in at least 15 world cities simultaneously",False
913,A  New Crop of Scientists Are Using Their Children as Research Subjects,False
914,"Over 13,500 evacuated after wildfire in California",False
915,"After Pennsylvania Trial, Tensions Simmer Over Race",False
916,Former Japanese prime minister Hashimoto indicated his retirement,False
917,"Jeremy Tyler, N.B.A. Prospect, Is Groomed to Play His Own Way",False
918,First winter snowfall in New Zealand,False
919,New video released shows BBC journalist Alan Johnston wearing 'explosive belt',False
920,US unemployment rate reaches 9.4 percent,False
921,"Bombs kill US Marines, civillians in Iraq",False
922,"Impairing the European Union, Gibe by Gibe",False
923,"Laws allowing same sex marriage in Washington, D.C. go into effect",False
924,UEFA Champions League 2007/08: Rangers through after tense draw,False
925,British Airways announces record losses,False
926,Tribune Has a Favorite to Buy Cubs,False
927,Empty tower at Miami International Airport catches fire,False
928,Three shot dead at University of Alabama in Huntsville,False
929,Wikinews interviews author and filmmaker Peter John Ross,False
930,US woman sentenced to jail for faking son’s cancer,False
931,American Samoa received eight minutes warning before 2009 tsunami,False
932,"Aided by Poker Devotees, Lawmaker Pushes to End the Ban on Online Gambling",False
933,Levi Leipheimer Inches Closer to Tour of California Title,False
934,Turkish writer Orhan Pamuk receives Nobel Prize,False
935,Iraqi Soccer Team Finally Returns Home,False
936,Italian journalist Giuliana Sgrena freed,False
937,America's Cup: Alinghi wins,False
938,Reluctant Jeter Is Kept on the Bench With a Sore Ankle,False
939,Linux fifth most searched tech word on Google in 2004,False
940,"6.2 magnitude earthquake strikes Afghanistan, Pakistan",False
941,Creationist sentiments affect Imax business strategy,False
942,"Eurovision '82 winner Nicole talks about 'Ein bißchen Frieden', her success and the Contest today",False
943,"One dead after bus and bicycle crash in Hampshire, England",False
944,North Korea Moves Missile to Launch Pad,False
945,"Bad Economy Leads Patients To Put Off Surgery, or Rush It",False
946,Emir of Qatar abdicates throne,False
947,Britain's deadly bug possibly imported from U.S. or Canada,False
948,United States spies accused of illegally bugging the United Nations headquarters,False
949,S.E.C. Accuses 2 in Texas of Faking Bank Records,False
950,"After a Long Road, Missouri Coach Eyes Summit Again",False
951,Boston Wins Fourth in a Row,False
952,Australia reclaim Ashes in Perth,False
953,Marcinkiewicz's cabinet given vote of confidence,False
954,British Financial Regulator Takes Tougher Stance,False
955,Online retailers in Canada experience strong growth,False
956,Tibetan Monks Tell Tale of Escape From China,False
957,Judge Dismisses Charges Against Defendant in Grace Asbestos Trial,False
958,Australian news network under investigation over pokie reform comments,False
959,"New Jersey governor calls television show ""Jersey Shore"" negative",False
960,Pakistanis Rejoice Over Restoration of Justice,False
961,Calvin Harris knocks Michael Jackson off top spot in UK Album Chart,False
962,A Literary Legend Fights for a Ventura County Library,False
963,Assisted-suicide doctor Jack Kevorkian dies at age 83,False
964,California's same-sex marriage ban ruled unconstitutional; appeal expected,False
965,"Cambridge, Mass., city council recommends construction firm W. R. Grace remain under DEP supervision for asbestos contamination",False
966,Stone Age Flutes Found in Germany Offer Clues to Early Music,False
967,House Committee Approves Health Care Bill,False
968,Clinton Pledges More Aid to Pakistan,False
969,2 Use Guard Uniforms Made at Prison to Flee,False
970,Mark Webber wins 2009 German Formula One Grand Prix,False
971,"At least 175 killed, 200 injured in northwestern Iraq",False
972,United States Homeland Security network monitors suspicious activity,False
973,Toyota to pay US government $16.4 million over recalls,False
974,Star Wars III premieres at Cannes,False
975,Major storms batter Europe,False
976,"English policeman Nicholas Stone cleared of rape, facing jail for misconduct",False
977,Canadian scientists protest Harper's attacks on science,False
978,US army gives medical assistance to Iraq school,False
979,"McDonald's unfairly dismissed worker for giving a colleague free cheese, says Dutch court",False
980,Japanese nuclear officials race to avoid disaster as radiation levels in sea rocket,False
981,European Union gives Iran two more weeks to comply with UN resolution,False
982,"Evanston, Illinois middle school evacuated after bomb threat",False
983,Nine killed as Russian cargo plane crashes in Siberia,False
984,"Freed by the U.S., Saudi Becomes a Qaeda Chief",False
985,Maoist Rebels Kill 27 Indian Police Officers in Ambush,False
986,"As Protesters Pause in Thailand, Their Grievances Against Elite Simmer",False
987,Judd Gregg withdraws as US Commerce Secretary nominee,False
988,Gay Lights Up the Track in the 200 at the Reebok Grand Prix,False
989,U.S. team unveils plans for F1 entry in 2010,False
990,Visa seeks to issue largest IPO in US history,False
991,Web site claims Abu Ghraib attack for Al Quaida,False
992,Airline bombing suspect spent months in Yemen,False
993,U.N. Health Aid Plan Unites Air Travelers and Bill Clinton,False
994,Death of Nancy Benoit rumour posted on Wikipedia hours prior to body being found,False
995,Collegians Show a Commitment to Elevating Cricket in America,False
996,Plane from Los Angeles to London diverted,False
997,"Meth use now USA's top drug problem, survey finds",False
998,"British computer scientist's new ""nullity"" idea provokes reaction from mathematicians",False
999,File sharing site The Pirate Bay sold,False
1000,Should I Get Bings,True
1001,Which TV Female Friend Group Do You Belong In,True
1002,"The New ""Star Wars: The Force Awakens"" Trailer Is Here To Give You Chills",True
1003,"This Vine Of New York On ""Celebrity Big Brother"" Is Fucking Perfect",True
1004,A Couple Did A Stunning Photo Shoot With Their Baby After Learning She Had An Inoperable Brain Tumor,True
1005,How To Flirt With Queer Girls Without Making A Total Fool Of Yourself,True
1006,32 Cute Things To Distract From Your Awkward Thanksgiving,True
1007,If Disney Princesses Were From Florida,True
1008,What's A Quote Or Lyric That Best Describes Your Depression,True
1009,"Natalie Dormer And Sam Claflin Play A Game To See How They'd Actually Last In ""The Hunger Games""",True
1010,16 Perfect Responses To The Indian Patriarchy,True
1011,"21 Times I Died During The ""Captain America: Civil War"" Teaser",True
1012,17 Times Kourtney Kardashian Shut Down Her Own Family,True
1013,Does Coffee Make You Poop,True
1014,Who Is Your Celebrity Ex Based On Your Zodiac,True
1015,17 Hairdresser Struggles Every Black Girl Knows To Be True,True
1016,Are You More Walter White Or Heisenberg,True
1017,The Most Canadian Groom Ever Left His Wedding To Plow Out His Guests In A Snow Storm,True
1018,Here's One Really Weird Thing About Butterfree,True
1019,15 Resolutions To Make Good On In 2016,True
1020,What New Thing Should You Try In 2016,True
1021,Zoo Animals Around The World Are Opening Their Christmas Presents Early,True
1022,Tell Us About Yourself(ie): Erica Ash,True
1023,9 Times I Cried,True
1024,21 Vegetarian Dump Dinners For The Crock Pot,True
1025,This Goat Has Been Bullying His Tiger Friend,True
1026,"8 Fall Shows To Be Excited About, 10 To Give A Chance, And 6 To Avoid",True
1027,"Another Round, Episode 25: Stop Telling Women To Smile",True
1028,16 Signs You Are Too Stubborn To Live,True
1029,This Country Singer Makes Music On His Game Boy In His Spare Time,True
1030,When You Realize Every Guy Is Taken,True
1031,"An Awesome Look At The Behind-The-Scenes Concept Art Of ""Aladdin""",True
1032,"Sarah Jessica Parker Talks Being A Carrie, ""Hocus Pocus,"" And Her Love Of New York",True
1033,Which Type Of Swearer Are You,True
1034,A Dad Recorded All The Adorable Questions His Son Asked When Watching Star Wars For The First Time,True
1035,"29 Impossibly Stylish Cat Gifts, In Order Of Awesomeness",True
1036,13 Of The Most Glorious Made-Up Words From Literature,True
1037,We Pranked A Bunch Of People By Dropping An iPhone In Front Of Them,True
1038,23 Flaws Every Sneakerhead Has,True
1039,We Know Your Zodiac Sign Based On Which Cat You Choose,True
1040,"Grimes On Her New Album And The Heartbreaking Inspiration Behind ""Oblivion""",True
1041,This Instagram Account Is Recreating 2015's Greatest Hits With Barbies,True
1042,The 22 Best Adele Memes,True
1043,17 Pictures Hot People Will Never Understand,True
1044,How Badly Are You Taking The One Direction Hiatus,True
1045,We Know What You Want For Christmas Based On Your Zodiac Sign,True
1046,Guys Try Pinterest Leaf Hacks,True
1047,22 Tips For Hiking With Kids That Every Parent Should Know,True
1048,The Scariest Halloween Candy Taste Test,True
1049,This Dog Begging For His Human's Forgiveness Is The Cutest Thing You'll See Today,True
1050,Here's 100 Years Of Bollywood Cinema In Under Four Minutes,True
1051,Ed Westwick Showed Up To An Emmys Party Looking Like The Chuck Bass Of Your Dreams,True
