,Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,Months at Company
2202,73611,49.0,Male,40,Education,3870,Excellent,Very High,High,0,No,57.0,Associate Degree,Divorced,0.0,Senior,Large,72,No,No,No,Good,Low,Stayed,480
2203,12529,35.0,,12,Media,6072,Fair,High,,3,No,38.0,Master’s Degree,Married,2.0,Entry,Medium,49,No,No,Yes,Good,,Stayed,145
2204,6637,53.0,Female,11,Technology,8205,Excellent,Medium,Below Average,1,No,28.0,Bachelor’s Degree,Single,1.0,Entry,Small,24,,No,No,Good,Very High,Left,133
2205,16949,58.0,Female,15,Finance,8684,Good,Very High,Below Average,0,Yes,7.0,Bachelor’s Degree,Divorced,2.0,Mid,Medium,76,No,No,No,Good,Low,Left,180
2206,29254,30.0,Male,19,,3383,Good,Low,Average,1,No,63.0,Bachelor’s Degree,Single,1.0,Entry,Medium,55,No,No,Yes,Good,Low,Left,227
2207,74465,45.0,Female,21,Education,5254,Good,High,Average,0,No,3.0,Master’s Degree,Married,1.0,Mid,Small,30,No,No,No,Good,Very High,Stayed,253
2208,39772,23.0,Female,3,,5568,Good,High,Average,1,No,60.0,Bachelor’s Degree,Married,2.0,Entry,Large,63,No,No,No,Good,High,Left,36
2209,49749,39.0,Male,16,Technology,8495,Good,High,Low,0,No,58.0,Associate Degree,Married,0.0,Entry,Small,70,No,No,No,Good,Low,Left,193
2210,44033,45.0,Female,20,Technology,8336,Good,High,Average,0,Yes,13.0,Master’s Degree,Married,4.0,Mid,Medium,58,No,No,No,Good,Very High,Stayed,239
2211,30304,38.0,Female,24,Technology,10079,Fair,High,Average,0,No,91.0,High School,Married,1.0,Entry,Medium,91,No,No,No,Fair,Low,Left,289
2212,15872,49.0,Female,27,Technology,10270,Poor,Medium,,0,Yes,99.0,Bachelor’s Degree,,0.0,Mid,Small,94,No,No,No,Poor,Medium,Left,324
2213,20832,44.0,Female,7,,7104,Excellent,High,Average,0,No,51.0,Bachelor’s Degree,Single,1.0,Mid,Medium,25,,Yes,No,Poor,,Left,84
2214,43494,43.0,Female,27,Education,4898,Good,Very High,Below Average,2,No,27.0,Bachelor’s Degree,Single,4.0,Senior,Small,49,No,No,No,Fair,High,Left,324
2215,44319,47.0,Female,7,Healthcare,5816,Fair,Medium,Average,0,Yes,62.0,Bachelor’s Degree,Married,4.0,Mid,Large,38,No,No,No,Good,High,Left,83
2216,13008,40.0,Female,9,Technology,9561,Fair,Very High,High,0,No,2.0,High School,Single,4.0,Senior,Small,70,No,No,No,Poor,Medium,Left,109
2217,62717,41.0,Female,6,Technology,10681,Fair,High,Average,0,No,94.0,Bachelor’s Degree,Married,0.0,Entry,Medium,12,No,No,No,Fair,Very High,Left,71
2218,22161,28.0,Male,15,Media,6144,Good,Very High,Below Average,2,Yes,24.0,High School,Single,2.0,Entry,Medium,86,No,No,No,Fair,Low,Left,180
2219,61014,28.0,Female,6,Technology,11934,Excellent,High,Average,1,No,69.0,Bachelor’s Degree,,2.0,Senior,Large,48,No,No,No,Good,Medium,Stayed,73
2220,5158,53.0,Female,27,Finance,6815,Good,High,High,0,Yes,82.0,High School,Married,2.0,Mid,Medium,98,No,No,Yes,Good,Medium,Left,324
2221,1403,37.0,Female,7,Healthcare,7022,Fair,Very High,Average,1,No,69.0,Bachelor’s Degree,Single,1.0,Mid,Large,62,Yes,No,No,Good,High,Left,85
2222,1231,29.0,Female,4,Technology,7334,Fair,High,Below Average,0,No,10.0,High School,,,Entry,Small,25,No,No,No,Good,High,Left,47
2223,9114,33.0,Male,19,,3038,Excellent,High,High,2,No,84.0,High School,Married,0.0,Senior,Large,53,No,No,No,Good,Low,Stayed,229
2224,39006,25.0,Female,8,Healthcare,7754,Excellent,Medium,High,0,No,55.0,Bachelor’s Degree,Married,1.0,Mid,Large,61,No,No,No,Good,Low,Stayed,97
2225,27615,44.0,Male,21,Education,4726,Good,Low,High,0,No,86.0,Bachelor’s Degree,Married,1.0,Senior,Medium,22,No,No,No,Poor,Medium,Stayed,253
2226,52813,45.0,Male,3,Education,5813,Excellent,Medium,Below Average,0,Yes,36.0,Bachelor’s Degree,Married,1.0,Senior,Large,45,Yes,No,Yes,Good,Medium,Stayed,36
2227,68464,51.0,Female,27,Media,6894,Good,Very High,Average,2,No,25.0,Associate Degree,Single,2.0,Senior,Medium,75,No,No,No,Fair,Low,Stayed,325
2228,36775,41.0,Male,13,Healthcare,6756,Poor,Medium,Below Average,0,No,72.0,Master’s Degree,Married,3.0,Senior,Medium,85,No,No,No,Good,Low,Stayed,156
2229,23038,22.0,Male,6,Finance,7992,Good,Very High,Average,0,No,,Master’s Degree,Single,1.0,Entry,Large,9,No,No,Yes,Excellent,Low,Left,72
2230,43065,,Female,10,Media,6476,Fair,High,Average,2,No,20.0,Bachelor’s Degree,Married,0.0,Mid,Medium,40,No,No,No,Fair,Low,Stayed,121
2231,71894,,Male,21,Healthcare,8111,Good,Medium,Below Average,0,No,14.0,Associate Degree,Married,5.0,Mid,Medium,81,,No,No,Good,High,Stayed,253
2232,7837,30.0,Male,8,Media,6426,Good,High,Average,1,Yes,79.0,Bachelor’s Degree,Single,1.0,Entry,Medium,9,Yes,No,No,Poor,Low,Left,95
2233,56305,30.0,Female,5,Healthcare,8896,Fair,Medium,Average,3,Yes,63.0,Associate Degree,Married,1.0,Entry,Large,60,No,No,Yes,Good,Low,Left,60
2234,64351,23.0,Male,3,Healthcare,8082,Fair,Medium,Average,1,No,25.0,Bachelor’s Degree,,2.0,Senior,Medium,81,No,No,No,Poor,Low,Stayed,35
2235,66567,37.0,Male,24,Education,4027,Fair,High,Average,0,No,63.0,Bachelor’s Degree,Married,1.0,Entry,Medium,45,,Yes,No,Poor,Low,Left,289
2236,9713,35.0,Male,14,Education,4205,Poor,Very High,Average,0,Yes,72.0,High School,Single,1.0,Mid,Small,24,No,No,No,Fair,High,Left,169
2237,60325,56.0,Male,45,Education,5443,Good,High,Average,0,No,12.0,Master’s Degree,Divorced,2.0,Senior,Large,88,No,No,No,Fair,High,Stayed,540
2238,20098,41.0,Male,20,Finance,10013,,High,Below Average,2,No,39.0,Associate Degree,Divorced,2.0,Senior,Small,86,No,No,No,Good,,Stayed,240
2239,14399,22.0,Female,3,Technology,8773,Good,High,Average,1,No,44.0,Master’s Degree,Married,0.0,Entry,Small,35,No,No,Yes,Excellent,High,Left,35
2240,70728,22.0,Female,3,Technology,7199,Good,High,Average,0,No,72.0,High School,Single,,Entry,Large,19,No,No,No,Poor,High,Left,35
2241,31180,55.0,Female,32,Media,5519,Fair,Low,High,0,Yes,,High School,Divorced,0.0,Mid,Small,39,No,No,No,Good,Medium,Left,384
2242,47944,54.0,Female,17,,7618,Fair,Medium,Average,1,Yes,84.0,High School,,3.0,Mid,Medium,92,No,No,No,Poor,High,Left,205
2243,22205,32.0,Male,13,Technology,7907,Excellent,Medium,Below Average,0,No,90.0,Bachelor’s Degree,Divorced,5.0,Mid,Small,72,No,No,Yes,Good,Low,Left,156
2244,71790,38.0,Male,28,Technology,7268,Poor,Low,High,0,No,77.0,High School,Single,0.0,Mid,Medium,70,,No,No,Good,Low,Left,335
2245,5634,55.0,Male,40,Media,6277,Poor,High,Average,0,Yes,51.0,High School,Divorced,0.0,Entry,Large,55,No,No,No,Fair,Low,Left,479
2246,71094,27.0,Female,12,Healthcare,8652,Good,High,Average,0,No,64.0,Associate Degree,Married,,Entry,Medium,65,No,No,Yes,Excellent,Medium,Stayed,144
2247,26382,25.0,Female,9,Finance,10798,Excellent,High,Average,2,No,19.0,Bachelor’s Degree,Married,1.0,Mid,Small,32,Yes,No,No,Good,,Stayed,109
2248,65714,21.0,Male,7,Healthcare,7199,Fair,Very High,Average,0,No,4.0,High School,Married,4.0,Mid,Medium,69,No,No,No,Poor,,Left,85
2249,14048,57.0,Male,19,Technology,9332,Good,High,Average,1,No,1.0,Associate Degree,,1.0,Senior,Small,52,No,No,No,Fair,Low,Stayed,227
2250,65827,26.0,Male,8,Education,4462,Good,Very High,Average,0,No,87.0,Master’s Degree,Single,4.0,Mid,Large,32,No,No,No,Good,Low,Stayed,96
2251,12111,48.0,Male,11,Education,4085,Poor,Very High,Average,0,Yes,61.0,,Married,1.0,Entry,Medium,82,No,No,Yes,Good,Medium,Left,132
2252,36538,49.0,Male,16,Media,5586,Fair,Very High,Below Average,1,No,53.0,Associate Degree,Married,4.0,Senior,Medium,87,,No,No,Poor,Low,Stayed,193
2253,1327,56.0,Female,11,Technology,11262,Good,High,Average,0,No,91.0,Associate Degree,,1.0,Senior,Small,64,No,No,No,Excellent,High,Stayed,131
2254,28631,,Male,8,Education,5023,Fair,High,Average,0,Yes,84.0,Bachelor’s Degree,Married,2.0,Mid,Small,32,,No,Yes,Poor,Medium,Left,97
2255,15700,19.0,Male,3,Healthcare,8469,Good,Medium,Low,0,No,87.0,Associate Degree,Single,1.0,Senior,Medium,48,No,No,No,Fair,Low,Left,37
2256,69925,38.0,Female,21,Media,6439,Excellent,Low,Average,2,No,51.0,Bachelor’s Degree,Single,2.0,Mid,Medium,31,No,No,No,Fair,Medium,Left,253
2257,58205,32.0,,6,,6880,Excellent,Very High,Below Average,0,No,48.0,Associate Degree,Single,4.0,Mid,Medium,9,,No,Yes,Poor,Low,Left,73
2258,42047,43.0,Male,13,Media,6106,Good,High,Average,0,Yes,97.0,Associate Degree,Married,4.0,Senior,Medium,64,No,No,No,Good,Low,Stayed,156
2259,20410,45.0,Male,29,Finance,8760,Poor,Very High,Average,0,No,28.0,Associate Degree,Married,2.0,Mid,Large,67,Yes,No,No,Good,High,Stayed,347
2260,11608,57.0,Male,33,Technology,8619,Good,Very High,Average,0,Yes,9.0,Bachelor’s Degree,Married,1.0,Senior,Small,73,No,No,No,Excellent,Low,Stayed,395
2261,38955,28.0,Male,13,Healthcare,8023,Excellent,Very High,Below Average,1,No,32.0,High School,Single,3.0,Mid,Medium,41,No,No,No,Fair,Low,Left,155
2262,69984,56.0,Female,43,Healthcare,8388,Excellent,Very High,Average,1,No,20.0,Master’s Degree,Married,4.0,Entry,Medium,92,,No,No,Good,Medium,Left,516
2263,29026,37.0,Male,5,Technology,10832,Good,Medium,Average,2,No,6.0,Associate Degree,Married,1.0,Mid,Small,79,No,No,Yes,Poor,Medium,Stayed,61
2264,69901,21.0,Male,6,Finance,6413,Fair,High,Average,2,No,88.0,Bachelor’s Degree,Single,4.0,Entry,Large,68,Yes,No,No,Good,Low,Left,73
2265,18796,59.0,Female,11,Healthcare,7896,Fair,Very High,High,0,No,92.0,Associate Degree,Single,3.0,Senior,Medium,50,No,Yes,No,Fair,Low,Left,131
2266,24865,20.0,Female,12,Technology,6083,Fair,High,High,0,Yes,23.0,Bachelor’s Degree,Divorced,2.0,Mid,Medium,22,No,No,Yes,Fair,High,Left,145
2267,51521,29.0,Female,18,Healthcare,6741,Poor,Low,Average,1,Yes,13.0,Bachelor’s Degree,,,Senior,Large,87,No,No,No,Poor,Low,Stayed,215
2268,23859,30.0,Male,4,Finance,7287,Poor,Medium,Average,1,No,92.0,Master’s Degree,Single,0.0,Senior,Medium,69,No,No,No,Good,High,Left,47
2269,50060,33.0,Male,25,Technology,6966,Good,High,Below Average,1,Yes,53.0,Master’s Degree,Married,3.0,Entry,Large,32,No,Yes,Yes,Good,Low,Left,301
2270,57687,24.0,Male,4,Media,5891,Good,High,Average,0,No,77.0,Master’s Degree,Married,3.0,Mid,Large,11,No,No,No,Good,Very High,Stayed,49
2271,5224,21.0,Male,12,Healthcare,8956,Fair,High,Average,1,No,55.0,Bachelor’s Degree,Married,1.0,Entry,Small,39,,No,No,Good,Low,Stayed,144
2272,15529,23.0,Male,9,Technology,10544,Poor,High,High,1,Yes,97.0,Associate Degree,Married,0.0,Mid,Large,62,No,No,No,Excellent,Very High,Left,108
2273,19913,46.0,Male,8,Technology,8842,Poor,Low,Below Average,1,Yes,37.0,High School,Divorced,3.0,Senior,Medium,19,No,No,No,Good,Medium,Stayed,96
2274,22649,31.0,Male,7,Education,5077,Good,Very High,Average,0,No,44.0,Associate Degree,Single,6.0,Entry,Small,36,No,Yes,No,Poor,Medium,Left,85
2275,55742,37.0,Male,5,Technology,8937,Good,Medium,Average,0,No,18.0,Bachelor’s Degree,Divorced,3.0,Entry,Medium,66,No,No,No,Fair,High,Left,60
2276,950,57.0,Female,44,Education,4727,Good,Medium,Below Average,0,Yes,29.0,Bachelor’s Degree,Divorced,1.0,Mid,Small,81,No,No,No,Good,,Left,529
2277,53798,42.0,Female,16,Finance,7238,Good,Low,Below Average,1,No,78.0,High School,Married,1.0,Entry,Medium,46,No,Yes,No,Poor,Low,Left,193
2278,6657,22.0,Female,6,Healthcare,9398,Poor,Medium,Average,0,Yes,52.0,Associate Degree,Married,3.0,Entry,Small,20,,No,No,Poor,High,Left,71
2279,13110,51.0,Male,18,Healthcare,6343,Excellent,Low,Average,0,No,51.0,Bachelor’s Degree,Single,0.0,Entry,Medium,39,No,No,No,Good,Low,Left,216
2280,45692,33.0,Female,6,,9490,Fair,Very High,High,0,No,95.0,Master’s Degree,Married,4.0,Mid,Medium,24,No,No,No,Fair,Low,Left,71
2281,40841,41.0,Male,12,Healthcare,6912,Poor,Very High,Average,0,Yes,76.0,High School,Single,1.0,Mid,Large,62,No,Yes,No,Poor,,Left,145
2282,51206,33.0,Male,7,Education,4028,Good,Very High,Average,0,No,74.0,Bachelor’s Degree,Single,3.0,Mid,Small,36,No,Yes,No,Good,,Left,84
2283,40102,34.0,Male,5,Technology,8337,Fair,Medium,Average,2,No,12.0,Bachelor’s Degree,Single,2.0,Entry,Small,79,No,No,No,Good,High,Left,60
2284,72944,40.0,,8,Healthcare,7634,Excellent,Very High,Average,0,No,97.0,Bachelor’s Degree,Divorced,,Senior,Small,11,,No,No,Fair,Medium,Stayed,95
2285,5183,38.0,Female,4,Finance,7947,Good,High,Below Average,0,No,59.0,Associate Degree,Single,1.0,Mid,Small,35,No,No,No,Good,Very High,Left,49
2286,13042,44.0,Male,32,Healthcare,8744,Fair,High,Low,1,No,6.0,Associate Degree,Married,3.0,Entry,Medium,44,Yes,No,No,Good,Low,Stayed,384
2287,7664,18.0,Female,3,Media,5228,Good,Low,High,1,No,89.0,Bachelor’s Degree,Married,3.0,Entry,Medium,63,No,No,No,Poor,Low,Stayed,36
2288,57342,58.0,Male,24,Healthcare,8572,Good,High,Low,1,Yes,85.0,High School,Single,,Senior,Large,68,No,No,Yes,Fair,Low,Left,288
2289,54527,30.0,Male,14,Healthcare,7305,Fair,Medium,,2,No,8.0,Master’s Degree,Divorced,0.0,Senior,Medium,52,Yes,No,No,Poor,Medium,Stayed,168
2290,24201,28.0,Female,17,Media,5241,Fair,High,Below Average,1,No,97.0,Bachelor’s Degree,Divorced,4.0,Mid,Large,84,No,No,No,Fair,Low,Left,204
2291,69720,39.0,Female,11,Finance,10177,Poor,Very High,Average,2,Yes,67.0,Master’s Degree,Married,0.0,Senior,Medium,90,No,No,Yes,Good,Low,Stayed,131
2292,61437,45.0,Male,14,Technology,8364,Excellent,High,Average,2,Yes,87.0,Bachelor’s Degree,,1.0,Mid,Small,55,No,No,No,Poor,High,Stayed,169
2293,48300,37.0,Female,23,Technology,7730,Fair,High,Average,0,Yes,64.0,Bachelor’s Degree,Married,1.0,Senior,Large,56,No,No,No,Excellent,Low,Left,276
2294,2352,36.0,Female,8,Technology,8436,Good,High,Low,0,No,46.0,Bachelor’s Degree,Single,2.0,Senior,Medium,44,,No,Yes,Good,Low,Stayed,97
2295,54715,34.0,Male,23,Media,5398,Fair,High,Below Average,1,Yes,39.0,Master’s Degree,Single,2.0,Mid,Medium,91,Yes,No,No,Good,High,Stayed,277
2296,42101,22.0,Female,6,,3439,Excellent,High,Below Average,0,No,63.0,High School,Divorced,1.0,Mid,Medium,66,No,Yes,No,Fair,Medium,Stayed,72
2297,73569,21.0,Male,9,Healthcare,7906,Good,High,Average,0,Yes,34.0,Associate Degree,Married,2.0,Mid,Medium,30,No,No,No,Poor,Low,Stayed,107
2298,30745,34.0,Male,6,Media,6024,Fair,High,High,2,Yes,16.0,Associate Degree,Single,,Mid,Medium,67,No,No,No,Good,Medium,Left,73
2299,2060,26.0,Female,9,Technology,10433,Poor,High,Average,1,Yes,86.0,Associate Degree,Single,0.0,Entry,Medium,57,No,No,No,Excellent,Medium,Left,109
2300,37924,40.0,Female,19,Media,5332,Poor,Medium,High,0,No,1.0,Master’s Degree,Divorced,,Entry,Large,47,,No,No,Good,High,Stayed,229
2301,10949,38.0,Male,8,Technology,8833,Poor,High,Average,0,Yes,69.0,Master’s Degree,Married,1.0,Senior,Medium,66,No,No,Yes,Excellent,Medium,Left,96
2302,51175,28.0,Male,9,Education,3865,Poor,Medium,Average,0,No,1.0,Associate Degree,Single,2.0,Entry,Large,36,No,No,No,Good,,Left,108
2303,25736,52.0,Male,9,Healthcare,8465,Good,High,Average,0,No,44.0,High School,,,Entry,Medium,19,No,No,No,Fair,Medium,Left,107
2304,62139,58.0,Male,27,,11422,Good,Medium,High,0,No,76.0,Bachelor’s Degree,Married,,Mid,Large,89,No,No,No,Poor,Low,Left,325
2305,33449,29.0,Male,6,Education,4444,Good,Medium,Average,2,No,3.0,Associate Degree,Married,,Entry,Medium,10,,No,No,Fair,Medium,Stayed,73
2306,24295,20.0,Female,1,Technology,8071,Fair,Very High,Average,1,No,62.0,High School,Married,0.0,Senior,Large,37,No,No,Yes,Poor,Low,Left,11
2307,55403,41.0,Male,5,Healthcare,8939,Fair,High,High,1,Yes,38.0,Associate Degree,Divorced,1.0,Senior,Medium,51,No,No,No,Good,High,Left,60
2308,16568,48.0,Female,13,Healthcare,9068,Fair,High,Below Average,0,No,88.0,Master’s Degree,Single,,Entry,Large,77,No,No,No,Good,Very High,Left,155
2309,60480,35.0,Male,17,,9274,Good,Very High,High,0,Yes,2.0,Associate Degree,Single,1.0,Entry,Small,22,No,No,No,Fair,Medium,Left,205
2310,26152,34.0,Male,20,Healthcare,7702,Good,High,Low,2,Yes,22.0,Bachelor’s Degree,Divorced,2.0,Senior,Small,29,No,No,No,Poor,Medium,Stayed,239
2311,68809,19.0,Male,2,Finance,8758,Fair,High,Average,0,No,89.0,Bachelor’s Degree,Single,0.0,Mid,Medium,51,No,No,No,Good,Medium,Left,23
2312,60833,28.0,Male,10,Healthcare,8267,Good,Medium,Below Average,0,Yes,84.0,Master’s Degree,Married,3.0,Entry,Large,64,No,No,No,Fair,Low,Stayed,121
2313,1843,54.0,Female,5,,9178,Fair,Very High,High,0,No,30.0,High School,Single,3.0,Mid,Medium,34,No,No,No,Good,Low,Left,61
2314,13825,50.0,Female,33,Finance,9411,Good,Medium,Below Average,0,No,27.0,PhD,Single,3.0,Mid,Small,79,No,No,No,Fair,Medium,Stayed,396
2315,56962,43.0,Male,26,Finance,10053,Excellent,High,Below Average,0,No,29.0,Bachelor’s Degree,Married,2.0,Entry,Large,79,No,No,Yes,Good,High,Left,312
2316,68953,30.0,Male,5,Healthcare,9170,Fair,Low,Average,0,No,24.0,Master’s Degree,Divorced,2.0,Senior,Small,16,,No,Yes,Good,Medium,Stayed,61
2317,32000,48.0,Female,26,Healthcare,8713,Good,High,Average,1,Yes,84.0,Associate Degree,Single,4.0,Senior,Small,39,No,No,No,Good,High,Left,311
2318,59293,57.0,Male,15,Healthcare,7479,Poor,High,Average,0,Yes,85.0,Bachelor’s Degree,Divorced,3.0,Mid,Medium,56,No,No,No,Fair,,Left,179
2319,38708,41.0,Male,27,Healthcare,8693,Excellent,High,Average,1,No,25.0,Bachelor’s Degree,Married,3.0,Senior,Small,81,,No,Yes,Poor,Low,Stayed,323
2320,66985,54.0,Female,39,Technology,9847,Fair,Low,High,2,No,53.0,High School,Single,1.0,Mid,Small,53,No,Yes,No,Fair,Low,Left,468
2321,48290,55.0,Male,22,,5164,Fair,High,Average,0,No,28.0,Associate Degree,Married,,Entry,Small,50,No,No,No,Good,Medium,Stayed,263
2322,58473,55.0,Male,41,Media,5466,Fair,Very High,High,0,Yes,84.0,Associate Degree,Single,2.0,Entry,Large,45,Yes,No,Yes,Poor,Low,Left,491
2323,16867,34.0,Male,21,Media,6207,Poor,Low,High,1,No,40.0,Associate Degree,Married,2.0,Mid,Medium,84,,No,No,Fair,High,Stayed,252
2324,41670,37.0,,8,Healthcare,6738,Good,Medium,Average,1,No,73.0,Bachelor’s Degree,Married,2.0,Mid,Medium,77,No,No,No,Poor,Low,Stayed,97
2325,41072,29.0,Male,4,Technology,9080,Good,High,Average,0,No,27.0,Bachelor’s Degree,Married,,Entry,Small,29,Yes,No,No,Good,Low,Stayed,48
2326,66420,20.0,Male,1,Media,5554,Excellent,Medium,High,0,Yes,10.0,Master’s Degree,Divorced,2.0,Entry,Small,59,No,No,No,Good,Low,Stayed,11
2327,14120,20.0,Female,4,Technology,11891,Good,Low,Average,0,Yes,85.0,Bachelor’s Degree,Divorced,3.0,Mid,Small,35,No,No,Yes,Good,,Stayed,49
2328,41808,21.0,Female,9,Healthcare,7485,Good,Very High,Average,2,Yes,37.0,Master’s Degree,Married,3.0,Entry,Small,39,No,No,No,Poor,Low,Left,109
2329,69089,41.0,Female,10,,12271,Poor,Medium,High,0,No,86.0,High School,Divorced,1.0,Mid,Medium,63,No,No,No,Good,Low,Stayed,121
2330,63339,50.0,Female,21,Education,3416,Good,High,Average,0,No,87.0,Bachelor’s Degree,Married,3.0,Entry,Small,36,No,No,Yes,Excellent,Medium,Stayed,253
2331,42244,23.0,Female,6,Media,6513,Excellent,High,High,0,No,96.0,Associate Degree,Single,2.0,Entry,Medium,57,No,No,Yes,Good,Medium,Left,71
2332,60256,,Female,18,Media,6426,Good,Medium,High,0,No,26.0,Bachelor’s Degree,Single,3.0,Senior,Medium,24,No,No,No,Good,,Left,215
2333,47437,49.0,Male,7,Education,4531,Excellent,High,Average,2,No,92.0,Associate Degree,Single,3.0,Mid,Large,10,,No,Yes,Good,Low,Left,83
2334,64398,40.0,Male,26,Media,6463,Good,High,Average,2,No,3.0,Master’s Degree,Single,0.0,Mid,Small,82,No,No,No,Excellent,,Left,313
2335,42613,,,1,Technology,6595,Good,Medium,Low,0,No,42.0,PhD,Single,0.0,Senior,Medium,75,No,No,Yes,Good,High,Stayed,12
2336,45041,24.0,,3,Education,2340,Good,High,Below Average,1,Yes,41.0,Bachelor’s Degree,Married,0.0,Entry,Medium,52,No,No,No,Good,Low,Left,35
2337,21364,59.0,Female,1,Finance,9715,Good,High,Average,2,Yes,87.0,PhD,Married,3.0,Entry,Medium,19,No,No,No,Good,Low,Left,11
2338,29134,36.0,Male,15,Healthcare,7322,Good,Medium,Average,1,Yes,58.0,Bachelor’s Degree,Single,2.0,Entry,Medium,42,No,Yes,No,Good,Medium,Left,181
2339,31691,38.0,Female,29,,7574,Poor,Very High,Below Average,1,No,8.0,Bachelor’s Degree,Married,0.0,Mid,Medium,57,Yes,No,No,Excellent,Medium,Stayed,348
2340,52457,41.0,Male,18,,5534,Good,High,Average,0,No,96.0,Associate Degree,Married,5.0,Entry,Medium,68,No,No,No,Good,Medium,Stayed,216
2341,25375,31.0,Female,7,Education,4628,Poor,High,Average,1,Yes,29.0,Bachelor’s Degree,Single,,Mid,Small,31,,No,No,Good,Low,Left,85
2342,11363,36.0,Male,24,,8157,Fair,Very High,Average,0,No,56.0,Master’s Degree,Single,0.0,Entry,Small,49,No,No,No,Excellent,High,Left,288
2343,31578,59.0,Female,6,Technology,8435,Good,Very High,High,0,No,57.0,Bachelor’s Degree,,2.0,Mid,Large,22,Yes,No,No,Fair,Low,Left,72
2344,51420,32.0,Female,20,Finance,8530,Excellent,Very High,Average,1,No,55.0,High School,Married,1.0,Mid,Large,37,No,No,Yes,Good,High,Stayed,240
2345,6686,49.0,Female,25,Healthcare,6471,Good,High,Average,0,Yes,88.0,,,0.0,Entry,Medium,55,No,No,Yes,Good,Low,Left,299
2346,32534,58.0,Female,28,Technology,10557,Fair,Medium,Below Average,0,No,42.0,Master’s Degree,Married,0.0,Entry,Large,88,No,No,No,Poor,Low,Stayed,337
2347,26201,34.0,Female,12,Education,4382,Excellent,Medium,Average,0,No,73.0,Associate Degree,Married,4.0,Entry,Large,57,No,No,Yes,Good,Low,Stayed,143
2348,30225,19.0,,7,Technology,9182,Poor,Low,High,0,No,27.0,Associate Degree,Divorced,0.0,Entry,Large,34,No,No,No,Good,Medium,Left,85
2349,57026,55.0,Male,12,Media,5984,Good,Very High,Low,0,Yes,,Master’s Degree,Single,,Mid,Small,23,No,No,No,Good,Medium,Left,143
2350,35406,53.0,Male,6,Healthcare,7871,Good,Medium,Average,2,No,42.0,High School,,0.0,Mid,Large,35,No,No,No,Excellent,Medium,Stayed,73
2351,38535,27.0,Female,15,Media,6061,Poor,Medium,Average,1,Yes,36.0,Associate Degree,Single,2.0,Mid,Small,67,No,No,No,Good,Low,Left,181
2352,56291,53.0,Male,6,,3878,Excellent,Medium,Average,2,No,78.0,Master’s Degree,Single,5.0,Entry,Medium,76,Yes,No,No,Fair,Low,Left,72
2353,71457,46.0,Female,7,Finance,5766,Fair,High,Average,2,Yes,26.0,Master’s Degree,Married,3.0,Entry,Small,47,No,No,Yes,Poor,Low,Left,83
2354,5876,57.0,Female,23,Media,5799,Good,High,Low,0,Yes,49.0,PhD,Divorced,0.0,Mid,Small,40,No,No,No,Excellent,High,Stayed,277
2355,14593,20.0,Male,11,Media,5623,Excellent,High,Average,1,No,68.0,Associate Degree,Married,2.0,Entry,Medium,88,No,No,Yes,Good,Medium,Stayed,132
2356,61292,30.0,Male,20,Technology,7196,Poor,High,Average,0,No,99.0,Associate Degree,Divorced,0.0,Mid,Small,49,No,No,Yes,Fair,Medium,Left,239
2357,64904,59.0,Female,36,Technology,12169,Excellent,Medium,High,0,No,23.0,High School,Married,0.0,Senior,Small,49,No,No,No,Fair,High,Stayed,431
2358,66350,37.0,Female,22,Media,4723,Fair,Very High,Average,1,No,10.0,High School,,3.0,Entry,Medium,70,No,No,No,Good,Medium,Left,263
2359,5763,31.0,Female,23,Healthcare,9967,Excellent,High,Average,0,No,84.0,Bachelor’s Degree,,2.0,Entry,Large,56,No,No,No,Good,Low,Left,275
2360,2115,51.0,Female,5,Technology,11113,Fair,Medium,Average,1,Yes,57.0,Bachelor’s Degree,Divorced,3.0,Senior,Medium,75,,No,No,Fair,,Stayed,59
2361,32486,47.0,Female,33,Finance,10164,Poor,High,Average,0,No,28.0,Master’s Degree,Married,,Entry,Medium,106,No,No,No,Good,Low,Left,395
2362,2190,59.0,,42,Technology,7687,Poor,Medium,High,0,No,1.0,Bachelor’s Degree,Married,2.0,Entry,Small,116,Yes,No,Yes,Fair,Medium,Stayed,504
2363,68681,40.0,Male,22,Technology,8830,Fair,Very High,Average,0,Yes,26.0,Master’s Degree,Single,1.0,Mid,Medium,32,No,No,Yes,Fair,High,Left,265
2364,46595,20.0,Female,8,Technology,9663,Excellent,High,Average,0,Yes,77.0,High School,Married,5.0,Mid,Medium,38,No,No,Yes,Poor,Medium,Left,96
2365,20714,29.0,Female,18,Finance,4255,Good,Medium,Average,0,Yes,80.0,PhD,Single,0.0,Mid,Medium,62,No,No,No,Good,Medium,Left,217
2366,72537,58.0,Female,5,Healthcare,7331,Good,High,Below Average,1,No,93.0,Bachelor’s Degree,,2.0,Entry,Small,11,No,No,No,Fair,Medium,Stayed,59
2367,62119,58.0,Female,1,Education,3959,Fair,High,Average,1,Yes,52.0,Master’s Degree,Single,,Entry,Small,57,Yes,No,No,Good,Medium,Left,11
