,Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Amount (USD)
420,421.0,32.0,Male,Socks,Clothing,North Carolina,S,Peach,Spring,3.8,Yes,Free Shipping,Yes,Yes,18.0,Debit Card,Bi-Weekly,54.0
421,422.0,38.0,Male,Shirt,Clothing,Kentucky,M,Violet,Winter,3.5,Yes,Standard,Yes,Yes,48.0,Cash,Bi-Weekly,40.0
422,423.0,47.0,Male,Pants,Clothing,Minnesota,M,Purple,Fall,3.1,Yes,Store Pickup,Yes,Yes,32.0,Debit Card,Annually,59.0
423,424.0,46.0,Male,Scarf,Accessories,New York,L,Teal,Spring,3.0,Yes,Store Pickup,Yes,Yes,21.0,Credit Card,Bi-Weekly,26.0
424,425.0,66.0,Male,Sweater,Clothing,Illinois,M,Gold,Winter,4.3,Yes,Standard,Yes,Yes,42.0,PayPal,Fortnightly,23.0
425,426.0,40.0,Male,Jeans,Clothing,North Dakota,S,,Winter,3.3,Yes,Store Pickup,Yes,Yes,4.0,Credit Card,Quarterly,87.0
426,427.0,43.0,Male,Pants,Clothing,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,Yes,19.0,Credit Card,Quarterly,71.0
427,428.0,58.0,Male,Backpack,Accessories,Illinois,L,Black,Winter,4.5,Yes,Store Pickup,Yes,Yes,6.0,Credit Card,Quarterly,91.0
428,429.0,21.0,Male,Coat,Outerwear,Wyoming,XL,Gold,Winter,2.9,Yes,Free Shipping,Yes,Yes,2.0,Debit Card,Fortnightly,64.0
429,430.0,42.0,Male,Sandals,Footwear,Washington,M,Gold,Winter,4.1,Yes,2-Day Shipping,Yes,Yes,21.0,Cash,Fortnightly,94.0
430,431.0,24.0,Male,Shirt,Clothing,Texas,M,Brown,Summer,3.5,Yes,Store Pickup,Yes,Yes,40.0,Debit Card,Annually,40.0
431,432.0,43.0,Male,Hat,Accessories,New Hampshire,L,Cyan,Winter,3.4,Yes,Store Pickup,Yes,Yes,33.0,Cash,Fortnightly,76.0
432,433.0,47.0,Male,Shirt,Clothing,Indiana,S,Indigo,Fall,3.3,Yes,Free Shipping,Yes,Yes,26.0,Venmo,Weekly,86.0
433,434.0,49.0,Male,Skirt,Clothing,Alabama,M,Orange,Fall,3.2,Yes,Store Pickup,Yes,Yes,23.0,Credit Card,Fortnightly,92.0
434,435.0,50.0,Male,Shoes,Footwear,Oklahoma,L,Pink,Spring,4.0,Yes,Store Pickup,Yes,Yes,39.0,PayPal,Every 3 Months,52.0
435,436.0,51.0,Male,,Outerwear,Montana,XL,Olive,Winter,3.6,Yes,Next Day Air,Yes,Yes,42.0,Bank Transfer,Monthly,28.0
436,437.0,40.0,Male,Pants,Clothing,Tennessee,L,Cyan,Summer,4.6,Yes,Free Shipping,Yes,Yes,41.0,Bank Transfer,Weekly,46.0
437,438.0,45.0,Male,Jewelry,Accessories,New Mexico,M,Peach,Summer,2.6,Yes,Next Day Air,Yes,Yes,41.0,PayPal,Annually,50.0
438,439.0,52.0,Male,Belt,Accessories,Iowa,M,Turquoise,Winter,4.3,Yes,Express,Yes,Yes,12.0,Credit Card,Fortnightly,23.0
439,440.0,62.0,Male,Jacket,Outerwear,Idaho,M,Turquoise,Summer,3.4,Yes,Free Shipping,Yes,Yes,31.0,Cash,Monthly,50.0
440,441.0,20.0,Male,Shirt,Clothing,Oklahoma,XL,Maroon,Winter,3.5,Yes,Store Pickup,Yes,Yes,34.0,Debit Card,Fortnightly,89.0
441,442.0,43.0,Male,Hoodie,Clothing,Florida,M,Maroon,Winter,4.2,Yes,Standard,Yes,Yes,32.0,Credit Card,Annually,81.0
442,443.0,29.0,Male,Sunglasses,Accessories,Michigan,M,Olive,Fall,3.5,Yes,Store Pickup,Yes,Yes,31.0,Credit Card,Quarterly,69.0
443,444.0,22.0,Male,Sunglasses,Accessories,Hawaii,M,Magenta,Summer,3.6,Yes,Free Shipping,Yes,Yes,24.0,PayPal,Annually,67.0
444,445.0,48.0,Male,Dress,Clothing,California,M,Red,Summer,4.3,Yes,Store Pickup,Yes,Yes,31.0,Debit Card,Annually,20.0
445,446.0,42.0,Male,Boots,Footwear,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,Yes,18.0,Venmo,Annually,29.0
446,447.0,19.0,Male,Shirt,Clothing,West Virginia,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,Yes,15.0,Venmo,Monthly,74.0
447,448.0,60.0,Male,Shorts,Clothing,Washington,S,Turquoise,Spring,3.6,Yes,Standard,Yes,Yes,7.0,Bank Transfer,Every 3 Months,82.0
448,449.0,32.0,Male,Gloves,Accessories,Missouri,M,Yellow,Summer,3.4,Yes,Next Day Air,Yes,Yes,35.0,Bank Transfer,Fortnightly,23.0
449,450.0,26.0,Male,Jewelry,Accessories,New York,L,Peach,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,35.0,Bank Transfer,Monthly,45.0
450,451.0,25.0,Male,Boots,Footwear,Connecticut,L,Beige,Summer,2.7,Yes,Store Pickup,Yes,Yes,19.0,Credit Card,Monthly,21.0
451,452.0,66.0,Male,Jewelry,Accessories,Virginia,M,Pink,Summer,4.3,Yes,Express,Yes,Yes,26.0,Credit Card,Fortnightly,31.0
452,453.0,45.0,Male,Pants,Clothing,Missouri,M,Violet,Summer,3.3,Yes,Express,Yes,Yes,39.0,PayPal,Fortnightly,45.0
453,454.0,54.0,Male,Jewelry,Accessories,Nebraska,XL,Peach,Winter,2.8,Yes,Next Day Air,Yes,Yes,22.0,Credit Card,Weekly,56.0
454,455.0,37.0,Male,Jacket,Outerwear,New Jersey,S,Gold,Summer,3.2,Yes,Next Day Air,Yes,Yes,14.0,Cash,Bi-Weekly,97.0
455,456.0,54.0,Male,Blouse,Clothing,Utah,XL,Gold,Fall,3.6,Yes,Store Pickup,Yes,Yes,50.0,Debit Card,Fortnightly,100.0
456,457.0,50.0,Male,Blouse,Clothing,North Carolina,S,Indigo,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,33.0,Credit Card,Quarterly,96.0
457,458.0,25.0,Male,Gloves,Accessories,Rhode Island,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,Yes,48.0,Debit Card,Every 3 Months,99.0
458,459.0,47.0,Male,Shorts,Clothing,Arkansas,L,Black,Winter,4.0,Yes,2-Day Shipping,Yes,Yes,48.0,PayPal,Monthly,91.0
459,460.0,63.0,Male,Hat,Accessories,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,Yes,27.0,PayPal,Fortnightly,30.0
460,461.0,64.0,Male,Shoes,Footwear,South Carolina,L,Teal,Summer,3.7,Yes,Store Pickup,Yes,Yes,27.0,Bank Transfer,Weekly,65.0
461,462.0,18.0,Male,Boots,Footwear,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,Yes,20.0,Venmo,Weekly,93.0
462,463.0,59.0,Male,Jacket,Outerwear,Illinois,M,White,Fall,3.3,,Express,Yes,Yes,48.0,Venmo,Every 3 Months,81.0
463,464.0,37.0,Male,Jewelry,Accessories,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,Yes,29.0,Venmo,Weekly,81.0
464,465.0,23.0,Male,Sunglasses,Accessories,Alabama,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,Yes,45.0,PayPal,Monthly,52.0
465,466.0,54.0,Male,Skirt,Clothing,Oklahoma,M,Pink,Summer,2.8,Yes,Next Day Air,Yes,Yes,25.0,Cash,Quarterly,88.0
466,467.0,38.0,Male,Jeans,Clothing,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,Yes,25.0,PayPal,Weekly,24.0
467,468.0,19.0,Male,Backpack,Accessories,Nebraska,S,Orange,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,37.0,Debit Card,Every 3 Months,51.0
468,469.0,34.0,Male,Backpack,Accessories,Georgia,S,Peach,Fall,5.0,Yes,Free Shipping,Yes,Yes,16.0,Cash,Quarterly,38.0
469,470.0,21.0,Male,Shorts,Clothing,Alabama,L,Pink,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,30.0,Debit Card,Bi-Weekly,46.0
470,471.0,50.0,Male,Dress,,Minnesota,L,Teal,Summer,4.6,Yes,Express,Yes,Yes,6.0,Cash,Every 3 Months,63.0
471,472.0,55.0,Male,Scarf,Accessories,Missouri,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,36.0,Bank Transfer,Quarterly,72.0
472,473.0,20.0,Male,Jeans,Clothing,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,Yes,3.0,Bank Transfer,Quarterly,39.0
473,474.0,34.0,Male,Coat,Outerwear,West Virginia,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,Yes,29.0,PayPal,Every 3 Months,42.0
474,475.0,62.0,Male,Sweater,Clothing,Arkansas,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,Yes,15.0,Cash,Quarterly,76.0
475,476.0,21.0,Male,Sneakers,Footwear,Ohio,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,Yes,18.0,Debit Card,Annually,66.0
476,477.0,21.0,Male,Scarf,Accessories,Connecticut,M,Magenta,Spring,3.5,Yes,Free Shipping,Yes,Yes,2.0,Debit Card,Fortnightly,90.0
477,478.0,42.0,Male,Sweater,Clothing,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,Yes,49.0,Debit Card,Weekly,56.0
478,479.0,35.0,Male,Jewelry,Accessories,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,Yes,48.0,Venmo,Annually,43.0
479,480.0,39.0,Male,Handbag,Accessories,Iowa,L,Yellow,Winter,3.3,Yes,Store Pickup,Yes,Yes,43.0,Venmo,Monthly,84.0
480,481.0,68.0,Male,Hoodie,Clothing,Vermont,M,Gray,Summer,4.8,Yes,Standard,Yes,Yes,30.0,Debit Card,Bi-Weekly,88.0
481,482.0,46.0,Male,Hat,Accessories,Wisconsin,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,10.0,PayPal,Fortnightly,88.0
482,483.0,41.0,Male,Belt,Accessories,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,Yes,11.0,Venmo,Annually,42.0
483,484.0,23.0,Male,Hoodie,Clothing,Oklahoma,M,White,Fall,3.9,Yes,Store Pickup,Yes,Yes,12.0,Debit Card,Weekly,73.0
484,485.0,68.0,Male,Hat,Accessories,Missouri,L,Lavender,Summer,4.7,Yes,Free Shipping,Yes,Yes,28.0,Bank Transfer,Quarterly,73.0
485,486.0,48.0,Male,Shoes,Footwear,Tennessee,S,Blue,Spring,2.6,Yes,Next Day Air,Yes,Yes,36.0,Debit Card,Fortnightly,44.0
486,487.0,38.0,Male,Sandals,Footwear,New Mexico,M,Charcoal,Fall,2.8,Yes,Store Pickup,Yes,Yes,37.0,Venmo,Every 3 Months,63.0
487,488.0,41.0,Male,Jacket,Outerwear,Iowa,L,Red,Winter,4.4,Yes,Store Pickup,Yes,Yes,22.0,Credit Card,Quarterly,68.0
488,489.0,58.0,Male,Sweater,Clothing,Maine,L,Olive,Spring,4.6,Yes,Standard,Yes,Yes,32.0,Venmo,Weekly,29.0
489,490.0,49.0,Male,Socks,Clothing,South Dakota,M,Green,Summer,3.2,Yes,Standard,Yes,Yes,40.0,PayPal,Annually,85.0
490,491.0,57.0,Male,Sneakers,Footwear,Colorado,M,Silver,Winter,4.2,Yes,2-Day Shipping,,Yes,47.0,Cash,Monthly,42.0
491,492.0,49.0,Male,Coat,Outerwear,Vermont,M,Silver,Summer,3.7,Yes,2-Day Shipping,Yes,Yes,24.0,Credit Card,Bi-Weekly,69.0
492,493.0,50.0,Male,,Clothing,Michigan,M,Black,Fall,3.9,Yes,Standard,Yes,Yes,11.0,Debit Card,Weekly,62.0
493,494.0,28.0,Male,Backpack,,Nevada,XL,Red,Summer,4.7,Yes,Store Pickup,Yes,Yes,19.0,Cash,Bi-Weekly,48.0
494,495.0,38.0,Male,Boots,Footwear,Indiana,M,Indigo,Winter,4.5,Yes,Express,Yes,Yes,42.0,Debit Card,Weekly,68.0
495,496.0,33.0,Male,Handbag,Accessories,Michigan,XL,Cyan,Fall,3.3,Yes,Free Shipping,Yes,Yes,6.0,Debit Card,Fortnightly,36.0
496,497.0,30.0,Male,Dress,Clothing,California,S,Maroon,Fall,3.3,Yes,Express,Yes,Yes,31.0,Venmo,Fortnightly,63.0
497,498.0,43.0,Male,Sneakers,Footwear,Oklahoma,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,31.0,Cash,Weekly,39.0
498,499.0,43.0,Male,Boots,Footwear,Iowa,M,Lavender,Spring,3.6,Yes,,Yes,Yes,27.0,Bank Transfer,Monthly,78.0
499,500.0,36.0,Male,Shoes,Footwear,Rhode Island,L,Silver,Winter,4.8,Yes,Express,Yes,Yes,24.0,PayPal,Monthly,99.0
500,501.0,36.0,Male,T-shirt,Clothing,Washington,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,Yes,35.0,Venmo,Every 3 Months,
501,502.0,64.0,Male,Boots,Footwear,Florida,M,Cyan,Spring,2.9,,Next Day Air,Yes,Yes,21.0,Venmo,Annually,45.0
502,503.0,59.0,Male,Pants,Clothing,South Carolina,S,Cyan,Fall,2.8,Yes,Express,Yes,Yes,8.0,PayPal,Fortnightly,30.0
503,504.0,55.0,Male,Shoes,Footwear,West Virginia,M,Lavender,Summer,3.2,Yes,Next Day Air,Yes,Yes,26.0,Bank Transfer,Quarterly,24.0
504,505.0,42.0,Male,Shoes,Footwear,Missouri,M,Maroon,Winter,3.9,Yes,Free Shipping,Yes,Yes,26.0,PayPal,Annually,22.0
505,506.0,61.0,Male,T-shirt,,Maine,L,Gray,Spring,4.3,Yes,Express,Yes,Yes,9.0,Cash,Bi-Weekly,63.0
506,507.0,28.0,Male,Scarf,Accessories,Georgia,M,Olive,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,48.0,Debit Card,Annually,40.0
507,508.0,65.0,Male,Shorts,Clothing,Maine,M,Magenta,Spring,5.0,Yes,Store Pickup,Yes,Yes,33.0,Debit Card,Fortnightly,20.0
508,509.0,27.0,Male,Jewelry,Accessories,Illinois,S,Yellow,Winter,3.7,Yes,Store Pickup,Yes,Yes,31.0,PayPal,Quarterly,20.0
509,510.0,41.0,Male,T-shirt,Clothing,Delaware,L,Cyan,Summer,3.9,Yes,Free Shipping,Yes,Yes,17.0,Debit Card,Weekly,80.0
510,511.0,21.0,Male,Shirt,Clothing,West Virginia,M,Teal,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,22.0,Venmo,Annually,87.0
511,512.0,61.0,Male,Shirt,Clothing,Hawaii,L,Yellow,Fall,3.1,Yes,Free Shipping,Yes,Yes,8.0,PayPal,Annually,46.0
512,513.0,19.0,Male,Gloves,Accessories,New York,L,Peach,Winter,3.3,Yes,Next Day Air,Yes,Yes,2.0,Bank Transfer,Monthly,49.0
513,514.0,22.0,Male,Scarf,Accessories,New Mexico,M,Peach,Fall,3.6,Yes,Store Pickup,Yes,Yes,45.0,Venmo,Annually,65.0
514,515.0,64.0,Male,Skirt,Clothing,Indiana,S,Olive,Winter,4.3,Yes,Standard,Yes,Yes,47.0,PayPal,Quarterly,62.0
515,516.0,28.0,Male,Hat,Accessories,Kentucky,L,Charcoal,Spring,4.5,Yes,Next Day Air,Yes,Yes,7.0,Cash,Monthly,67.0
516,517.0,34.0,Male,Hoodie,Clothing,West Virginia,L,Indigo,Fall,2.8,Yes,2-Day Shipping,Yes,Yes,19.0,Debit Card,Bi-Weekly,41.0
517,518.0,61.0,Male,Boots,Footwear,North Dakota,L,Silver,Fall,2.7,Yes,Free Shipping,Yes,Yes,44.0,Cash,Every 3 Months,49.0
518,519.0,24.0,Male,Blouse,Clothing,Oregon,M,Beige,Fall,2.9,Yes,Next Day Air,Yes,Yes,16.0,Venmo,Every 3 Months,100.0
519,520.0,19.0,Male,Belt,Accessories,Minnesota,L,Blue,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,17.0,Bank Transfer,Quarterly,54.0
520,521.0,51.0,Male,Sunglasses,Accessories,South Carolina,M,White,Spring,3.9,Yes,Free Shipping,Yes,Yes,20.0,Debit Card,Quarterly,84.0
521,522.0,36.0,Male,Shorts,Clothing,Vermont,L,Gold,Winter,3.5,Yes,Standard,Yes,Yes,50.0,Bank Transfer,Annually,41.0
522,523.0,65.0,Male,Gloves,Accessories,Minnesota,M,Blue,Spring,2.5,Yes,Store Pickup,Yes,Yes,37.0,Cash,Quarterly,88.0
523,524.0,46.0,Male,Sandals,Footwear,Delaware,M,Orange,Spring,4.9,Yes,Express,Yes,Yes,5.0,PayPal,Quarterly,40.0
524,525.0,59.0,Male,Shirt,Clothing,Pennsylvania,M,Gold,Summer,4.8,Yes,Free Shipping,Yes,Yes,44.0,PayPal,Annually,39.0
525,526.0,51.0,Male,Coat,Outerwear,Iowa,M,Cyan,Spring,3.2,Yes,Next Day Air,Yes,Yes,41.0,Debit Card,Monthly,37.0
526,527.0,51.0,Male,Pants,Clothing,New Jersey,S,Red,Winter,4.9,Yes,Standard,Yes,Yes,19.0,Cash,Monthly,52.0
527,528.0,21.0,Male,T-shirt,Clothing,South Carolina,L,Yellow,Winter,4.3,Yes,Next Day Air,Yes,Yes,47.0,Bank Transfer,Every 3 Months,23.0
528,529.0,34.0,Male,Sneakers,Footwear,Maryland,S,Beige,Winter,3.2,Yes,Express,Yes,Yes,40.0,Cash,Annually,88.0
529,530.0,32.0,Male,Shorts,Clothing,California,M,Orange,Fall,3.7,Yes,Standard,Yes,Yes,6.0,Credit Card,Monthly,84.0
530,531.0,48.0,Male,Coat,Outerwear,Montana,XL,Magenta,Winter,3.2,Yes,Store Pickup,Yes,Yes,25.0,Credit Card,Bi-Weekly,37.0
531,532.0,50.0,Male,Sandals,Footwear,Vermont,L,Purple,Fall,3.4,Yes,Next Day Air,Yes,Yes,42.0,Cash,Weekly,51.0
532,533.0,26.0,Male,Pants,Clothing,Texas,L,Black,Winter,4.1,Yes,Express,Yes,Yes,35.0,Bank Transfer,Every 3 Months,76.0
533,534.0,57.0,Male,Sandals,Footwear,North Carolina,L,Pink,Spring,4.5,Yes,Next Day Air,Yes,Yes,17.0,Debit Card,Weekly,60.0
534,535.0,65.0,Male,Gloves,Accessories,Florida,L,Pink,Fall,4.5,Yes,Next Day Air,Yes,Yes,4.0,PayPal,Quarterly,72.0
535,536.0,56.0,Male,T-shirt,Clothing,West Virginia,L,Maroon,Spring,3.2,Yes,Free Shipping,Yes,Yes,24.0,Bank Transfer,Weekly,45.0
536,537.0,44.0,Male,Jacket,Outerwear,Illinois,S,Maroon,Fall,4.4,Yes,Store Pickup,Yes,Yes,16.0,Debit Card,Every 3 Months,84.0
537,538.0,50.0,Male,Blouse,Clothing,Virginia,S,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,Yes,14.0,Debit Card,Annually,49.0
538,539.0,27.0,Male,Socks,Clothing,Virginia,XL,Green,Spring,3.2,Yes,Free Shipping,Yes,Yes,43.0,Cash,Weekly,22.0
539,540.0,49.0,Male,Coat,Outerwear,Wyoming,M,Violet,Winter,4.0,Yes,Store Pickup,Yes,Yes,49.0,Debit Card,Weekly,48.0
540,541.0,49.0,Male,Dress,Clothing,,M,Lavender,Spring,3.1,Yes,Next Day Air,Yes,Yes,33.0,Cash,Every 3 Months,37.0
541,542.0,52.0,Male,Jacket,Outerwear,Connecticut,L,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,45.0,Cash,Bi-Weekly,27.0
542,543.0,27.0,Male,Boots,Footwear,Illinois,XL,Teal,Spring,4.6,Yes,Next Day Air,Yes,Yes,35.0,Cash,Bi-Weekly,79.0
543,544.0,53.0,Male,Skirt,Clothing,Alabama,S,Red,Spring,4.3,Yes,Express,Yes,Yes,11.0,Credit Card,Monthly,98.0
544,545.0,34.0,Male,Sandals,Footwear,Washington,S,Yellow,Summer,3.3,Yes,Standard,Yes,Yes,30.0,Bank Transfer,Every 3 Months,64.0
545,546.0,33.0,Male,Coat,Outerwear,Alabama,L,Magenta,Summer,3.5,Yes,,Yes,Yes,48.0,Debit Card,Annually,32.0
546,547.0,62.0,Male,Hoodie,Clothing,New Mexico,M,Brown,Winter,3.4,Yes,Free Shipping,Yes,Yes,45.0,Venmo,Bi-Weekly,74.0
547,548.0,38.0,Male,Jacket,Outerwear,Nevada,,Blue,Winter,2.8,Yes,Free Shipping,Yes,Yes,26.0,Venmo,Weekly,50.0
548,549.0,36.0,Male,Backpack,Accessories,Nebraska,M,Black,Winter,4.6,Yes,Store Pickup,Yes,Yes,41.0,Debit Card,Every 3 Months,64.0
549,550.0,31.0,Male,Backpack,Accessories,Arizona,S,Olive,Fall,3.6,Yes,Express,Yes,Yes,37.0,Venmo,Bi-Weekly,29.0
550,551.0,62.0,Male,Belt,Accessories,Georgia,M,Olive,Summer,3.3,Yes,Store Pickup,Yes,Yes,12.0,PayPal,Weekly,62.0
551,552.0,29.0,Male,Coat,Outerwear,Idaho,XL,Green,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,27.0,Cash,Bi-Weekly,78.0
552,553.0,24.0,Male,T-shirt,Clothing,Missouri,M,Peach,Fall,3.5,Yes,Express,Yes,Yes,18.0,Bank Transfer,Weekly,94.0
553,554.0,63.0,Male,Sunglasses,Accessories,Florida,M,White,Winter,3.2,Yes,Express,Yes,Yes,15.0,Credit Card,Quarterly,59.0
554,555.0,56.0,Male,Sneakers,Footwear,Minnesota,M,Red,Summer,3.0,Yes,Express,Yes,Yes,34.0,Bank Transfer,Weekly,47.0
555,556.0,63.0,Male,Gloves,Accessories,Maine,M,White,Fall,4.8,Yes,Express,Yes,Yes,37.0,Venmo,Annually,57.0
556,557.0,40.0,Male,Coat,Outerwear,Montana,L,Indigo,Winter,5.0,Yes,Store Pickup,Yes,Yes,21.0,Cash,Fortnightly,90.0
557,558.0,18.0,Male,Shirt,Clothing,Alaska,M,White,Spring,2.9,Yes,Free Shipping,Yes,Yes,31.0,Debit Card,Weekly,
558,559.0,50.0,Male,Sneakers,Footwear,Iowa,L,Teal,Fall,3.2,Yes,Express,Yes,Yes,43.0,Debit Card,Every 3 Months,77.0
559,560.0,66.0,Male,Scarf,Accessories,Arizona,M,Indigo,Fall,2.9,Yes,Store Pickup,Yes,Yes,22.0,Bank Transfer,Monthly,41.0
560,561.0,25.0,Male,Jewelry,Accessories,Louisiana,L,Red,Fall,3.3,Yes,Free Shipping,Yes,Yes,12.0,Debit Card,Annually,48.0
561,562.0,65.0,Male,Jacket,Outerwear,Alabama,M,Blue,Fall,2.6,Yes,Next Day Air,Yes,Yes,25.0,PayPal,Fortnightly,65.0
562,563.0,53.0,Male,Jeans,Clothing,Missouri,M,Blue,Summer,3.5,Yes,Standard,Yes,Yes,40.0,Debit Card,Annually,62.0
563,564.0,61.0,Male,Shoes,Footwear,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,Yes,16.0,Debit Card,Quarterly,99.0
564,565.0,67.0,Male,Hoodie,Clothing,Florida,M,Olive,Winter,3.4,Yes,Next Day Air,Yes,Yes,30.0,Bank Transfer,Weekly,58.0
565,566.0,59.0,Male,Backpack,Accessories,Idaho,L,Lavender,Fall,4.2,Yes,Store Pickup,Yes,Yes,10.0,Venmo,Weekly,43.0
566,567.0,55.0,Male,Sneakers,Footwear,Alabama,M,Indigo,Spring,3.6,Yes,Store Pickup,Yes,Yes,1.0,Debit Card,Fortnightly,93.0
567,568.0,21.0,Male,Blouse,Clothing,New Hampshire,S,Red,Winter,3.0,Yes,Next Day Air,Yes,Yes,24.0,Venmo,Fortnightly,50.0
568,,44.0,Male,Pants,Clothing,Utah,L,Red,Summer,4.0,,Free Shipping,Yes,Yes,36.0,PayPal,Monthly,88.0
569,570.0,65.0,Male,Skirt,Clothing,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,Yes,46.0,Credit Card,,33.0
570,571.0,65.0,Male,T-shirt,Clothing,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,Yes,20.0,Cash,Annually,99.0
571,572.0,54.0,Male,Jacket,Outerwear,Kentucky,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,Yes,37.0,Venmo,Weekly,76.0
572,573.0,56.0,Male,Scarf,Accessories,South Carolina,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,Yes,26.0,Bank Transfer,Annually,97.0
573,574.0,58.0,Male,Pants,Clothing,California,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,Yes,23.0,Credit Card,Bi-Weekly,68.0
574,575.0,54.0,Male,Sneakers,Footwear,Maine,L,Red,Fall,4.8,Yes,Free Shipping,Yes,Yes,20.0,Bank Transfer,Bi-Weekly,79.0
575,576.0,58.0,Male,Jeans,Clothing,Nebraska,M,Peach,Fall,4.8,Yes,Express,Yes,Yes,38.0,PayPal,Monthly,86.0
576,577.0,48.0,Male,Hat,Accessories,Washington,M,Black,Winter,5.0,Yes,2-Day Shipping,Yes,Yes,5.0,Credit Card,Every 3 Months,68.0
577,578.0,19.0,Male,Skirt,Clothing,Alabama,M,Black,Fall,3.7,Yes,Store Pickup,Yes,Yes,41.0,Venmo,Annually,52.0
578,579.0,69.0,Male,Sandals,Footwear,Maine,M,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,22.0,Credit Card,Fortnightly,90.0
579,580.0,58.0,Male,Sandals,Footwear,California,M,Violet,Winter,3.7,Yes,Free Shipping,Yes,Yes,48.0,Credit Card,Annually,41.0
580,581.0,49.0,Male,Sweater,Clothing,Iowa,M,Orange,Spring,4.1,Yes,Free Shipping,Yes,Yes,10.0,PayPal,Weekly,80.0
581,582.0,32.0,Male,Sweater,Clothing,Iowa,XL,Charcoal,Winter,2.7,Yes,Store Pickup,Yes,Yes,12.0,Bank Transfer,Every 3 Months,100.0
582,583.0,40.0,Male,Jacket,Outerwear,Colorado,L,Turquoise,,4.9,Yes,Store Pickup,Yes,Yes,2.0,Bank Transfer,Quarterly,77.0
583,584.0,25.0,Male,Shorts,Clothing,California,L,Yellow,Spring,4.0,Yes,Store Pickup,Yes,Yes,38.0,PayPal,Monthly,78.0
584,585.0,70.0,Male,Socks,Clothing,Indiana,M,White,Spring,4.7,Yes,Free Shipping,Yes,Yes,20.0,Debit Card,Monthly,94.0
585,586.0,69.0,Male,Socks,Clothing,South Carolina,M,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,5.0,Cash,Every 3 Months,23.0
586,587.0,45.0,Male,Hoodie,Clothing,Wisconsin,S,Blue,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,9.0,Venmo,Annually,20.0
587,588.0,29.0,Male,Socks,Clothing,Washington,S,Maroon,Fall,4.2,Yes,Express,Yes,Yes,48.0,Debit Card,Every 3 Months,86.0
588,589.0,47.0,Male,Boots,Footwear,South Dakota,M,Violet,Fall,3.0,Yes,Standard,Yes,Yes,,Debit Card,Quarterly,60.0
589,590.0,28.0,Male,Shirt,Clothing,Minnesota,M,Orange,Fall,3.4,Yes,2-Day Shipping,Yes,Yes,40.0,PayPal,Annually,70.0
590,591.0,64.0,Male,Belt,Accessories,Alaska,S,Turquoise,Fall,4.6,Yes,Standard,Yes,Yes,30.0,Venmo,Fortnightly,39.0
591,592.0,47.0,Male,Backpack,Accessories,Kentucky,L,Olive,Fall,4.2,Yes,Store Pickup,Yes,Yes,6.0,Debit Card,Bi-Weekly,37.0
592,593.0,60.0,Male,Boots,Footwear,North Dakota,M,Brown,Fall,3.2,Yes,Free Shipping,Yes,Yes,42.0,Venmo,Every 3 Months,29.0
